ChannelNr,ChannelTagNr,Date,Time,Report Type,Description,Value,Units,Limits,AlarmDelay,Status,AlarmType,Ack,Alarm,AlarmDelayUnit,AckStatus,AlarmStatus
,,2023-05-25,00:00:00.0,,          25 May 2023,,,,,,,,,,,
