16ch-AP-RevsDEF-Firmware.bin,v1.36.1.0
BNWASPanelFirmware.bin,v1.36.1.0
Fire-AP-RevB-Firmware.bin,v1.36.1.0
IOB-BL.bin,v1.36.1.0
IOBoards.bin,v1.36.1.0
NavL-CPL-RevAB-Firmware.bin,v1.36.1.0
UniversalUsbBootloader.bin,v1.36.1.0
WW-CPL-RevsAB-Firmware.bin,v1.36.1.0
